,ID,Name,Age,Photo,Nationality,Flag,Club,Value,Wage,Joined,Contract Valid Until,Release Clause
13161,239134,N. Fofana,28,https://cdn.sofifa.org/players/4/19/239134.png,France,https://cdn.sofifa.org/flags/18.png,La Berrichonne de Châteauroux,€240K,€1K,1-Jul-15,2019,€420K
13162,191006,A. Golec,28,https://cdn.sofifa.org/players/4/19/191006.png,Australia,https://cdn.sofifa.org/flags/195.png,Central Coast Mariners,€250K,€1K,1-Jun-17,2019,€313K
13163,231711,C. Pérez,23,https://cdn.sofifa.org/players/4/19/231711.png,Colombia,https://cdn.sofifa.org/flags/56.png,Alianza Petrolera,€450K,€1K,10-Dec-17,2021,€698K
13164,223264,S. Hendrie,23,https://cdn.sofifa.org/players/4/19/223264.png,Scotland,https://cdn.sofifa.org/flags/42.png,Southend United,€325K,€2K,10-Jul-17,2019,€593K
13165,224032,J. Porsan-Clémenté,20,https://cdn.sofifa.org/players/4/19/224032.png,France,https://cdn.sofifa.org/flags/18.png,Montpellier HSC,€450K,€4K,1-Jul-17,2023,€990K
13166,229664,F. Valenčič,26,https://cdn.sofifa.org/players/4/19/229664.png,Slovenia,https://cdn.sofifa.org/flags/44.png,Stabæk Fotball,€375K,€1K,10-Aug-18,2021,€497K
13167,198689,K. Marsh-Brown,25,https://cdn.sofifa.org/players/4/19/198689.png,England,https://cdn.sofifa.org/flags/14.png,Newport County,€350K,€2K,1-Jul-18,2020,€639K
13168,213281,P. Retre,25,https://cdn.sofifa.org/players/4/19/213281.png,Australia,https://cdn.sofifa.org/flags/195.png,Sydney FC,€300K,€2K,22-Jun-17,2020,€398K
13169,186147,G. Woods,28,https://cdn.sofifa.org/players/4/19/186147.png,England,https://cdn.sofifa.org/flags/14.png,Hamilton Academical FC,€240K,€1K,27-Jul-16,2019,€438K
13170,220964,M. Konradsen,22,https://cdn.sofifa.org/players/4/19/220964.png,Norway,https://cdn.sofifa.org/flags/36.png,FK Bodø/Glimt,€450K,€1K,15-Aug-18,2021,€653K
13171,226084,R. Hardie,21,https://cdn.sofifa.org/players/4/19/226084.png,Scotland,https://cdn.sofifa.org/flags/42.png,Livingston FC,€550K,€7K,,31-May-19,
13172,229156,S. Gronsveld,22,https://cdn.sofifa.org/players/4/19/229156.png,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Emmen,€375K,€1K,1-Jul-16,2019,€619K
13173,172068,L. Dodds,31,https://cdn.sofifa.org/players/4/19/172068.png,England,https://cdn.sofifa.org/flags/14.png,Port Vale,€270K,€3K,31-Jan-18,2019,€473K
13174,242980,M. Shabani,19,https://cdn.sofifa.org/players/4/19/242980.png,Germany,https://cdn.sofifa.org/flags/21.png,FC Bayern München,€575K,€5K,28-Apr-18,2020,€1.3M
13175,200485,J. McGlashan,30,https://cdn.sofifa.org/players/4/19/200485.png,England,https://cdn.sofifa.org/flags/14.png,Swindon Town,€290K,€3K,4-Jul-18,2020,€508K
13176,160293,T. Soares,31,https://cdn.sofifa.org/players/4/19/160293.png,England,https://cdn.sofifa.org/flags/14.png,AFC Wimbledon,€260K,€2K,31-Jan-17,2019,€455K
13177,164645,S. Dawson,32,https://cdn.sofifa.org/players/4/19/164645.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,Bury,€230K,€3K,1-Jul-17,2020,€403K
13178,232741,T. Matsuura,29,https://cdn.sofifa.org/players/4/19/232741.png,Japan,https://cdn.sofifa.org/flags/163.png,Júbilo Iwata,€300K,€1K,1-Jan-11,2021,€375K
13179,239909,D. Pelivan,22,https://cdn.sofifa.org/players/4/19/239909.png,Germany,https://cdn.sofifa.org/flags/21.png,SG Sonnenhof Großaspach,€400K,€1K,13-Jul-17,2019,€660K
13180,200742,B. Heneghan,24,https://cdn.sofifa.org/players/4/19/200742.png,England,https://cdn.sofifa.org/flags/14.png,Blackpool,€350K,€2K,,30-Jun-19,
13181,209702,M. Agger,25,https://cdn.sofifa.org/players/4/19/209702.png,Denmark,https://cdn.sofifa.org/flags/13.png,Sarpsborg 08 FF,€375K,€1K,12-Jan-18,2020,€497K
13182,212006,B. Waters,23,https://cdn.sofifa.org/players/4/19/212006.png,England,https://cdn.sofifa.org/flags/14.png,Northampton Town,€375K,€3K,1-Jul-17,2020,€684K
13183,228646,N. Delgadillo,20,https://cdn.sofifa.org/players/4/19/228646.png,Argentina,https://cdn.sofifa.org/flags/52.png,Vélez Sarsfield,€675K,€2K,1-May-15,2020,€1.4M
13184,235558,T. Campanini,19,https://cdn.sofifa.org/players/4/19/235558.png,France,https://cdn.sofifa.org/flags/18.png,GFC Ajaccio,€375K,€1K,1-Jul-16,2020,€731K
13185,236582,M. Raynov,26,https://cdn.sofifa.org/players/4/19/236582.png,Bulgaria,https://cdn.sofifa.org/flags/9.png,,€ 0,€ 0,,,
13186,237350,K. Larson,26,https://cdn.sofifa.org/players/4/19/237350.png,Sweden,https://cdn.sofifa.org/flags/46.png,IK Sirius,€290K,€1K,29-Mar-12,2020,€384K
13187,239910,A. Boupendza,21,https://cdn.sofifa.org/players/4/19/239910.png,Gabon,https://cdn.sofifa.org/flags/115.png,GFC Ajaccio,€500K,€5K,,30-Jun-19,
13188,241958,J. Hernández,21,https://cdn.sofifa.org/players/4/19/241958.png,Venezuela,https://cdn.sofifa.org/flags/61.png,Atlanta United,€400K,€1K,1-Jan-18,2018,€680K
13189,220711,R. Mahazi,26,https://cdn.sofifa.org/players/4/19/220711.png,Australia,https://cdn.sofifa.org/flags/195.png,Western Sydney Wanderers,€325K,€2K,4-Oct-18,2019,€431K
13190,223271,S. Kurt,21,https://cdn.sofifa.org/players/4/19/223271.png,Germany,https://cdn.sofifa.org/flags/21.png,Hertha BSC,€425K,€3K,7-Jan-16,2019,€808K
13191,224039,I. Al Maghrabi,26,https://cdn.sofifa.org/players/4/19/224039.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Taawoun,€375K,€4K,13-Jul-17,2019,€647K
13192,177959,G. Perrulli,33,https://cdn.sofifa.org/players/4/19/177959.png,Italy,https://cdn.sofifa.org/flags/27.png,US Cremonese,€180K,€1K,15-Jul-16,2021,€288K
13193,243751,K. Memija,22,https://cdn.sofifa.org/players/4/19/243751.png,Bosnia Herzegovina,https://cdn.sofifa.org/flags/8.png,Vejle Boldklub,€375K,€2K,31-Jan-17,2020,€544K
13194,184615,S. McGinn,29,https://cdn.sofifa.org/players/4/19/184615.png,Scotland,https://cdn.sofifa.org/flags/42.png,St. Mirren,€290K,€2K,26-Jan-17,2020,€508K
13195,197416,Kim Keun Hoan,31,https://cdn.sofifa.org/players/4/19/197416.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Gyeongnam FC,€200K,€1K,1-Jul-17,2022,€250K
13196,171816,M. Raynes,30,https://cdn.sofifa.org/players/4/19/171816.png,England,https://cdn.sofifa.org/flags/14.png,Crewe Alexandra,€230K,€3K,1-Jul-17,2019,€403K
13197,241704,C. Rocchia,20,https://cdn.sofifa.org/players/4/19/241704.png,France,https://cdn.sofifa.org/flags/18.png,Olympique de Marseille,€600K,€4K,22-Nov-17,2021,€1.5M
13198,186152,J. Dunne,28,https://cdn.sofifa.org/players/4/19/186152.png,England,https://cdn.sofifa.org/flags/14.png,Swindon Town,€300K,€3K,1-Jul-17,2019,€525K
13199,191528,Hou Sen,29,https://cdn.sofifa.org/players/4/19/191528.png,China PR,https://cdn.sofifa.org/flags/155.png,Beijing Sinobo Guoan FC,€250K,€3K,1-Feb-07,2020,€569K
13200,224553,Min Junlin,24,https://cdn.sofifa.org/players/4/19/224553.png,China PR,https://cdn.sofifa.org/flags/155.png,Guizhou Hengfeng FC,€375K,€2K,26-Feb-18,2020,€881K
13201,235049,I. Escobar,22,https://cdn.sofifa.org/players/4/19/235049.png,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Talleres,€350K,€2K,8-Jul-16,2020,€595K
13202,245289,Pepê,20,https://cdn.sofifa.org/players/4/19/245289.png,Brazil,https://cdn.sofifa.org/flags/54.png,Portimonense SC,€575K,€1K,1-Jan-18,2021,€1.6M
13203,235051,D. Johnson,19,https://cdn.sofifa.org/players/4/19/235051.png,England,https://cdn.sofifa.org/flags/14.png,Leicester City,€600K,€4K,1-Jul-16,2021,€1.5M
13204,197164,L. Gil,24,https://cdn.sofifa.org/players/4/19/197164.png,United States,https://cdn.sofifa.org/flags/95.png,Houston Dynamo,€400K,€2K,,31-Dec-18,
13205,229676,B. Haunstrup,21,https://cdn.sofifa.org/players/4/19/229676.png,England,https://cdn.sofifa.org/flags/14.png,Portsmouth,€450K,€1K,25-Jun-15,2020,€878K
13206,233772,Lee Dong Su,24,https://cdn.sofifa.org/players/4/19/233772.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Jeju United FC,€425K,€1K,6-Jan-17,2021,€616K
13207,236588,Q. Bena,20,https://cdn.sofifa.org/players/4/19/236588.png,France,https://cdn.sofifa.org/flags/18.png,Chamois Niortais Football Club,€425K,€1K,9-May-17,2020,€829K
13208,243244,H. Türkmen,20,https://cdn.sofifa.org/players/4/19/243244.png,Turkey,https://cdn.sofifa.org/flags/48.png,Trabzonspor,€400K,€3K,22-Nov-17,2022,€880K
13209,239149,B. Kyere,23,https://cdn.sofifa.org/players/4/19/239149.png,Ghana,https://cdn.sofifa.org/flags/117.png,SC Fortuna Köln,€375K,€1K,1-Jul-17,2019,€619K
13210,240941,L. Pintor,17,https://cdn.sofifa.org/players/4/19/240941.png,France,https://cdn.sofifa.org/flags/18.png,Olympique Lyonnais,€675K,€5K,31-Aug-18,2023,€2M
13211,245037,Eric García,17,https://cdn.sofifa.org/players/4/19/245037.png,Spain,https://cdn.sofifa.org/flags/45.png,Manchester City,€550K,€6K,1-Jul-17,2022,€1.6M
13212,246061,A. Solano,20,https://cdn.sofifa.org/players/4/19/246061.png,Colombia,https://cdn.sofifa.org/flags/56.png,Atlético Madrid,€425K,€5K,1-Jul-16,2020,€956K
13213,203310,C. Harold,25,https://cdn.sofifa.org/players/4/19/203310.png,Australia,https://cdn.sofifa.org/flags/195.png,Perth Glory,€350K,€1K,1-May-12,2020,€464K
13214,204334,I. Gelios,26,https://cdn.sofifa.org/players/4/19/204334.png,Greece,https://cdn.sofifa.org/flags/22.png,FC Hansa Rostock,€270K,€1K,1-Jul-18,2020,€412K
13215,216110,D. Kudła,26,https://cdn.sofifa.org/players/4/19/216110.png,Poland,https://cdn.sofifa.org/flags/37.png,Zagłębie Sosnowiec,€270K,€1K,1-Jul-17,2020,€385K
13216,237102,Lee Sang Ki,22,https://cdn.sofifa.org/players/4/19/237102.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Pohang Steelers,€375K,€1K,1-Jan-17,2021,€544K
13217,242734,W. Omsberg,22,https://cdn.sofifa.org/players/4/19/242734.png,United States,https://cdn.sofifa.org/flags/95.png,Minnesota United FC,€425K,€1K,10-Feb-18,2019,€723K
13218,183342,B. Schwarz,31,https://cdn.sofifa.org/players/4/19/183342.png,Germany,https://cdn.sofifa.org/flags/21.png,SC Preußen Münster,€200K,€1K,11-Jul-15,2019,€290K
13219,194094,R. Koczor,29,https://cdn.sofifa.org/players/4/19/194094.png,Germany,https://cdn.sofifa.org/flags/21.png,FC Carl Zeiss Jena,€240K,€1K,1-Jul-14,2020,€366K
13220,200239,T. Cicek,26,https://cdn.sofifa.org/players/4/19/200239.png,Turkey,https://cdn.sofifa.org/flags/48.png,Neuchâtel Xamax,€375K,€2K,19-Jun-18,2020,€572K
13221,215343,A. Mehring,24,https://cdn.sofifa.org/players/4/19/215343.png,Argentina,https://cdn.sofifa.org/flags/52.png,Godoy Cruz,€325K,€2K,23-Jul-18,2020,€536K
13222,235311,M. Briceño,22,https://cdn.sofifa.org/players/4/19/235311.png,Chile,https://cdn.sofifa.org/flags/55.png,Curicó Unido,€525K,€2K,,31-Dec-18,
13223,189231,P. Hellquist,27,https://cdn.sofifa.org/players/4/19/189231.png,Sweden,https://cdn.sofifa.org/flags/46.png,IF Brommapojkarna,€350K,€1K,10-Jun-18,2019,€464K
13224,203312,L. Dennis,25,https://cdn.sofifa.org/players/4/19/203312.png,England,https://cdn.sofifa.org/flags/14.png,Portsmouth,€375K,€2K,1-Jul-18,2020,€684K
13225,211760,M. Baude,28,https://cdn.sofifa.org/players/4/19/211760.png,Germany,https://cdn.sofifa.org/flags/21.png,FC Energie Cottbus,€240K,€1K,1-Jul-16,2019,€348K
13226,224304,L. Moneta,24,https://cdn.sofifa.org/players/4/19/224304.png,Poland,https://cdn.sofifa.org/flags/37.png,Zagłębie Lubin,€400K,€2K,,31-Dec-18,
13227,232752,S. Hyodo,32,https://cdn.sofifa.org/players/4/19/232752.png,Japan,https://cdn.sofifa.org/flags/163.png,Hokkaido Consadole Sapporo,€230K,€1K,10-Jan-17,2021,€288K
13228,190512,S. Økland,25,https://cdn.sofifa.org/players/4/19/190512.png,Norway,https://cdn.sofifa.org/flags/36.png,Kristiansund BK,€375K,€1K,20-Jul-12,2018,€497K
13229,153137,L. Sapela,35,https://cdn.sofifa.org/players/4/19/153137.png,Poland,https://cdn.sofifa.org/flags/37.png,Miedź Legnica,€70K,€1K,1-Jul-16,2019,€95K
13230,240434,J. Tell,21,https://cdn.sofifa.org/players/4/19/240434.png,France,https://cdn.sofifa.org/flags/18.png,US Orléans Loiret Football,€475K,€4K,,30-Jun-19,
13231,243762,A. Altuna,26,https://cdn.sofifa.org/players/4/19/243762.png,Argentina,https://cdn.sofifa.org/flags/52.png,San Martin de Tucumán,€325K,€2K,18-Aug-17,2019,€496K
13232,244530,A. Rizzo,21,https://cdn.sofifa.org/players/4/19/244530.png,Italy,https://cdn.sofifa.org/flags/27.png,Cittadella,€500K,€1K,13-Jul-18,2021,€875K
13233,235059,L. Thomas,19,https://cdn.sofifa.org/players/4/19/235059.png,England,https://cdn.sofifa.org/flags/14.png,Coventry City,€650K,€3K,,1-Jan-19,
13234,237875,R. Schlegel,21,https://cdn.sofifa.org/players/4/19/237875.png,Argentina,https://cdn.sofifa.org/flags/52.png,Racing Club,€475K,€2K,23-Feb-17,2021,€808K
13235,242483,D. Montoya,22,https://cdn.sofifa.org/players/4/19/242483.png,Colombia,https://cdn.sofifa.org/flags/56.png,Itagüí Leones FC,€350K,€1K,1-Jan-14,2021,€543K
13236,177971,J. McNulty,33,https://cdn.sofifa.org/players/4/19/177971.png,Scotland,https://cdn.sofifa.org/flags/42.png,Rochdale,€120K,€1K,,,
13237,195380,J. Barrera,29,https://cdn.sofifa.org/players/4/19/195380.png,Nicaragua,https://cdn.sofifa.org/flags/86.png,Boyacá Chicó FC,€300K,€1K,,,
13238,139317,J. Stead,35,https://cdn.sofifa.org/players/4/19/139317.png,England,https://cdn.sofifa.org/flags/14.png,Notts County,€140K,€3K,,,
13239,240437,A. Semprini,20,https://cdn.sofifa.org/players/4/19/240437.png,Italy,https://cdn.sofifa.org/flags/27.png,Brescia,€425K,€1K,,,
13240,209462,R. Bingham,24,https://cdn.sofifa.org/players/4/19/209462.png,England,https://cdn.sofifa.org/flags/14.png,Hamilton Academical FC,€400K,€1K,,,
13241,219702,K. Dankowski,21,https://cdn.sofifa.org/players/4/19/219702.png,Poland,https://cdn.sofifa.org/flags/37.png,Śląsk Wrocław,€425K,€1K,,,
13242,225590,I. Colman,23,https://cdn.sofifa.org/players/4/19/225590.png,Argentina,https://cdn.sofifa.org/flags/52.png,Club Atlético Aldosivi,€450K,€2K,,,
13243,233782,M. Feeney,19,https://cdn.sofifa.org/players/4/19/233782.png,England,https://cdn.sofifa.org/flags/14.png,Everton,€600K,€5K,,,
13244,239158,R. Minor,30,https://cdn.sofifa.org/players/4/19/239158.png,Denmark,https://cdn.sofifa.org/flags/13.png,Hobro IK,€230K,€2K,,,
13245,242998,Klauss,21,https://cdn.sofifa.org/players/4/19/242998.png,Brazil,https://cdn.sofifa.org/flags/54.png,HJK Helsinki,€425K,€1K,,,
13246,244022,I. Sissoko,22,https://cdn.sofifa.org/players/4/19/244022.png,France,https://cdn.sofifa.org/flags/18.png,AS Béziers,€425K,€2K,,,
13247,189238,F. Hart,28,https://cdn.sofifa.org/players/4/19/189238.png,Austria,https://cdn.sofifa.org/flags/4.png,SV Mattersburg,€240K,€3K,,,
13248,211511,L. McCullough,24,https://cdn.sofifa.org/players/4/19/211511.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,Tranmere Rovers,€375K,€2K,,,
13249,224055,Li Yunqiu,27,https://cdn.sofifa.org/players/4/19/224055.png,China PR,https://cdn.sofifa.org/flags/155.png,Shanghai Greenland Shenhua FC,€250K,€3K,,,
13250,244535,F. Garcia,29,https://cdn.sofifa.org/players/4/19/244535.png,Paraguay,https://cdn.sofifa.org/flags/58.png,Itagüí Leones FC,€300K,€1K,,,
13251,134968,R. Haemhouts,34,https://cdn.sofifa.org/players/4/19/134968.png,Belgium,https://cdn.sofifa.org/flags/7.png,NAC Breda,€150K,€2K,,,
13252,225336,E. Binaku,22,https://cdn.sofifa.org/players/4/19/225336.png,Albania,https://cdn.sofifa.org/flags/1.png,Malmö FF,€375K,€1K,,,
13253,171320,G. Miller,31,https://cdn.sofifa.org/players/4/19/171320.png,Scotland,https://cdn.sofifa.org/flags/42.png,Carlisle United,€200K,€2K,,,
13254,246328,A. Aidonis,17,https://cdn.sofifa.org/players/4/19/246328.png,Germany,https://cdn.sofifa.org/flags/21.png,VfB Stuttgart,€550K,€2K,,,
13255,196921,L. Sowah,25,https://cdn.sofifa.org/players/4/19/196921.png,Germany,https://cdn.sofifa.org/flags/21.png,Hamilton Academical FC,€325K,€1K,,,
13256,202809,R. Deacon,26,https://cdn.sofifa.org/players/4/19/202809.png,England,https://cdn.sofifa.org/flags/14.png,Dundee FC,€325K,€1K,,,
13257,226617,Jang Hyun Soo,25,https://cdn.sofifa.org/players/4/19/226617.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Suwon Samsung Bluewings,€375K,€2K,,,
13258,230713,A. Al Malki,23,https://cdn.sofifa.org/players/4/19/230713.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Wehda,€350K,€3K,,,
13259,234809,E. Guerrero,27,https://cdn.sofifa.org/players/4/19/234809.png,Chile,https://cdn.sofifa.org/flags/55.png,CD Palestino,€300K,€1K,,,
13260,246073,Hernáiz,20,https://cdn.sofifa.org/players/4/19/246073.png,Spain,https://cdn.sofifa.org/flags/45.png,Albacete BP,€425K,€1K,,,
13261,221498,H. Al Mansour,25,https://cdn.sofifa.org/players/4/19/221498.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Nassr,€300K,€5K,,,
13262,244026,H. Paul,24,https://cdn.sofifa.org/players/4/19/244026.png,Germany,https://cdn.sofifa.org/flags/21.png,TSV 1860 München,€325K,€1K,,,
13263,244538,S. Bauer,25,https://cdn.sofifa.org/players/4/19/244538.png,Austria,https://cdn.sofifa.org/flags/4.png,FC Admira Wacker Mödling,€325K,€2K,,,
13264,201019,M. Chergui,29,https://cdn.sofifa.org/players/4/19/201019.png,France,https://cdn.sofifa.org/flags/18.png,Grenoble Foot 38,€300K,€1K,,,
13265,221499,D. Gardner,28,https://cdn.sofifa.org/players/4/19/221499.png,England,https://cdn.sofifa.org/flags/14.png,Oldham Athletic,€300K,€3K,,,
13266,237371,L. Bengtsson,20,https://cdn.sofifa.org/players/4/19/237371.png,Sweden,https://cdn.sofifa.org/flags/46.png,Hammarby IF,€525K,€1K,,,
13267,242491,F. Jaramillo,22,https://cdn.sofifa.org/players/4/19/242491.png,Colombia,https://cdn.sofifa.org/flags/56.png,Itagüí Leones FC,€450K,€1K,,,
13268,153148,L. Garguła,37,https://cdn.sofifa.org/players/4/19/153148.png,Poland,https://cdn.sofifa.org/flags/37.png,Miedź Legnica,€100K,€1K,,,
13269,244540,S. Rivera,26,https://cdn.sofifa.org/players/4/19/244540.png,Colombia,https://cdn.sofifa.org/flags/56.png,Jaguares de Córdoba,€375K,€1K,,,
13270,245564,Vinicius,19,https://cdn.sofifa.org/players/4/19/245564.png,Brazil,https://cdn.sofifa.org/flags/54.png,Bologna,€525K,€1K,,,
13271,213821,F. Sepúlveda,26,https://cdn.sofifa.org/players/4/19/213821.png,Chile,https://cdn.sofifa.org/flags/55.png,CD Antofagasta,€290K,€1K,,,
13272,240701,L. Spence,22,https://cdn.sofifa.org/players/4/19/240701.png,Scotland,https://cdn.sofifa.org/flags/42.png,Dundee FC,€450K,€1K,,,
13273,242237,B. Lepistu,25,https://cdn.sofifa.org/players/4/19/242237.png,Estonia,https://cdn.sofifa.org/flags/208.png,Kristiansund BK,€400K,€1K,,,
13274,244029,A. Abruscia,27,https://cdn.sofifa.org/players/4/19/244029.png,Italy,https://cdn.sofifa.org/flags/27.png,TSV 1860 München,€325K,€2K,,,
13275,244541,E. González,23,https://cdn.sofifa.org/players/4/19/244541.png,Venezuela,https://cdn.sofifa.org/flags/61.png,Boyacá Chicó FC,€375K,€1K,,,
13276,211006,M. Al Amri,26,https://cdn.sofifa.org/players/4/19/211006.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Raed,€290K,€3K,,,
13277,215102,J. Rebolledo,26,https://cdn.sofifa.org/players/4/19/215102.png,Chile,https://cdn.sofifa.org/flags/55.png,Deportes Iquique,€325K,€1K,,,
13278,246078,C. Mamengi,17,https://cdn.sofifa.org/players/4/19/246078.png,Netherlands,https://cdn.sofifa.org/flags/34.png,FC Utrecht,€550K,€1K,,,
13279,239679,P. Mazzocchi,22,https://cdn.sofifa.org/players/4/19/239679.png,Italy,https://cdn.sofifa.org/flags/27.png,Perugia,€350K,€1K,,,
13280,244543,Y. Ammour,19,https://cdn.sofifa.org/players/4/19/244543.png,France,https://cdn.sofifa.org/flags/18.png,Montpellier HSC,€650K,€2K,,,
13281,212800,Jwa Joon Hyeop,27,https://cdn.sofifa.org/players/4/19/212800.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Gyeongnam FC,€300K,€1K,,,
13282,231232,O. Marrufo,25,https://cdn.sofifa.org/players/4/19/231232.png,Mexico,https://cdn.sofifa.org/flags/83.png,Tiburones Rojos de Veracruz,€375K,€2K,,,
13283,232256,Han Pengfei,25,https://cdn.sofifa.org/players/4/19/232256.png,China PR,https://cdn.sofifa.org/flags/155.png,Guizhou Hengfeng FC,€325K,€2K,,,
13284,233280,Lee Min Gi,25,https://cdn.sofifa.org/players/4/19/233280.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Sangju Sangmu FC,€325K,€1K,1-Jan-16,2021,€431K
13285,237888,C. Maloney,23,https://cdn.sofifa.org/players/4/19/237888.png,United States,https://cdn.sofifa.org/flags/95.png,Columbus Crew SC,€350K,€1K,26-Sep-18,2019,€551K
13286,213569,A. Taylor-Sinclair,27,https://cdn.sofifa.org/players/4/19/213569.png,Scotland,https://cdn.sofifa.org/flags/42.png,Motherwell,€280K,€1K,1-Jul-18,2019,€511K
13287,225089,R. Al Ebrahim,24,https://cdn.sofifa.org/players/4/19/225089.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Raed,€425K,€3K,15-Jan-18,2019,€786K
13288,246081,B. Castrillon,19,https://cdn.sofifa.org/players/4/19/246081.png,Colombia,https://cdn.sofifa.org/flags/56.png,Independiente Medellín,€650K,€1K,1-Jan-17,2021,€1.3M
13289,208194,Kim Kyung Jung,27,https://cdn.sofifa.org/players/4/19/208194.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Sangju Sangmu FC,€325K,€1K,,1-Dec-19,
13290,242242,S. Cibois,20,https://cdn.sofifa.org/players/4/19/242242.png,France,https://cdn.sofifa.org/flags/18.png,Paris Saint-Germain,€550K,€5K,1-Jan-18,2021,€1.4M
13291,243778,M. Hiller,21,https://cdn.sofifa.org/players/4/19/243778.png,Germany,https://cdn.sofifa.org/flags/21.png,TSV 1860 München,€325K,€1K,1-Jul-17,2020,€536K
13292,244034,D. Kopacz,19,https://cdn.sofifa.org/players/4/19/244034.png,Poland,https://cdn.sofifa.org/flags/37.png,VfB Stuttgart,€650K,€3K,1-Jul-18,2022,€1.5M
13293,246594,H. Massengo,16,https://cdn.sofifa.org/players/4/19/246594.png,France,https://cdn.sofifa.org/flags/18.png,AS Monaco,€450K,€2K,1-Jul-18,2021,€1.1M
13294,199235,Jo Jae Cheol,32,https://cdn.sofifa.org/players/4/19/199235.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,Gyeongnam FC,€230K,€1K,1-Jan-18,2022,€288K
13295,200259,M. Schimpelsberger,27,https://cdn.sofifa.org/players/4/19/200259.png,Austria,https://cdn.sofifa.org/flags/4.png,FC Wacker Innsbruck,€250K,€2K,17-Jun-16,2022,€363K
13296,228419,M. Juel Andersen,20,https://cdn.sofifa.org/players/4/19/228419.png,Denmark,https://cdn.sofifa.org/flags/13.png,AC Horsens,€450K,€1K,1-Jan-18,2021,€653K
13297,232515,F. Cobos,25,https://cdn.sofifa.org/players/4/19/232515.png,Argentina,https://cdn.sofifa.org/flags/52.png,Godoy Cruz,€325K,€2K,4-Jan-16,2020,€496K
13298,233027,D. van der Heijden,21,https://cdn.sofifa.org/players/4/19/233027.png,Netherlands,https://cdn.sofifa.org/flags/34.png,Carpi,€500K,€1K,13-Jul-18,2021,€875K
13299,241475,P. Soiri,23,https://cdn.sofifa.org/players/4/19/241475.png,Finland,https://cdn.sofifa.org/flags/17.png,FC Admira Wacker Mödling,€425K,€2K,10-Aug-18,2021,€701K
13300,242755,J. Yeboah,18,https://cdn.sofifa.org/players/4/19/242755.png,Germany,https://cdn.sofifa.org/flags/21.png,VfL Wolfsburg,€675K,€3K,1-Jul-17,2021,€1.8M
13301,53827,M. Taylor,36,https://cdn.sofifa.org/players/4/19/53827.png,England,https://cdn.sofifa.org/flags/14.png,Swindon Town,€30K,€2K,22-Aug-17,2019,€53K
13302,224324,O. Zawada,22,https://cdn.sofifa.org/players/4/19/224324.png,Poland,https://cdn.sofifa.org/flags/37.png,Wisła Płock,€400K,€1K,1-Feb-18,2021,€570K
13303,235076,L. Ndukwu,19,https://cdn.sofifa.org/players/4/19/235076.png,England,https://cdn.sofifa.org/flags/14.png,Leicester City,€650K,€5K,1-Jul-16,2020,€1.6M
13304,246340,M. Mudryk,17,https://cdn.sofifa.org/players/4/19/246340.png,Ukraine,https://cdn.sofifa.org/flags/49.png,Shakhtar Donetsk,€650K,€1K,29-Oct-18,2021,€2M
13305,224837,V. Belon,23,https://cdn.sofifa.org/players/4/19/224837.png,France,https://cdn.sofifa.org/flags/18.png,Racing Club de Lens,€290K,€1K,1-Jul-14,2021,€529K
13306,241477,Callejón,20,https://cdn.sofifa.org/players/4/19/241477.png,Spain,https://cdn.sofifa.org/flags/45.png,UD Almería,€525K,€1K,1-Jul-17,2019,€919K
13307,207430,R. Edwards,24,https://cdn.sofifa.org/players/4/19/207430.png,Australia,https://cdn.sofifa.org/flags/195.png,St. Mirren,€375K,€1K,,30-Jun-19,
13308,209222,A. Khrees,27,https://cdn.sofifa.org/players/4/19/209222.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Al Faisaly,€250K,€4K,9-Aug-18,2019,€413K
13309,238918,O. Hawsawi,24,https://cdn.sofifa.org/players/4/19/238918.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,Ohod Club,€325K,€3K,1-Jul-14,2019,€561K
13310,239174,M. Owusu,23,https://cdn.sofifa.org/players/4/19/239174.png,Germany,https://cdn.sofifa.org/flags/21.png,SG Sonnenhof Großaspach,€425K,€1K,1-Jul-18,2019,€701K
13311,233543,L. Hurtado,23,https://cdn.sofifa.org/players/4/19/233543.png,Colombia,https://cdn.sofifa.org/flags/56.png,Rionegro Águilas,€425K,€1K,27-Mar-16,2021,€659K
